timestamps,Var6
31/08/2021 09:45:00,21.141
31/08/2021 10:00:00,22.61
31/08/2021 10:15:00,21.963
31/08/2021 10:30:00,28.286
31/08/2021 10:45:00,27.608
31/08/2021 11:00:00,30.82
31/08/2021 11:15:00,29.057
31/08/2021 11:30:00,31.276
31/08/2021 11:45:00,29.109
31/08/2021 12:00:00,29.268
31/08/2021 12:15:00,29.873
31/08/2021 12:30:00,29.985
31/08/2021 12:45:00,31.176
31/08/2021 13:00:00,28.731
31/08/2021 13:15:00,28.139
31/08/2021 13:30:00,28.808
31/08/2021 13:45:00,28.659
31/08/2021 14:00:00,28.591
31/08/2021 14:15:00,28.13
31/08/2021 14:30:00,29.366
31/08/2021 14:45:00,27.089
31/08/2021 15:00:00,28.326
31/08/2021 15:15:00,30.65
31/08/2021 15:30:00,29.269
31/08/2021 15:45:00,27.839
31/08/2021 16:00:00,29.677
31/08/2021 16:15:00,29.809
31/08/2021 16:30:00,30.151
31/08/2021 16:45:00,29.515
31/08/2021 17:00:00,29.572
31/08/2021 17:15:00,30.574
31/08/2021 17:30:00,25.012
31/08/2021 17:45:00,23.067
31/08/2021 18:00:00,21.443
31/08/2021 18:15:00,22.298
31/08/2021 18:30:00,24.748
31/08/2021 18:45:00,23.551
31/08/2021 19:00:00,22.491
31/08/2021 19:15:00,21.77
31/08/2021 19:30:00,20.676
31/08/2021 19:45:00,20.074
31/08/2021 20:00:00,19.442
31/08/2021 20:15:00,19.144
31/08/2021 20:30:00,18.406
31/08/2021 20:45:00,17.916
31/08/2021 21:00:00,17.573
31/08/2021 21:15:00,17.666
31/08/2021 21:30:00,17.516
31/08/2021 21:45:00,17.168
31/08/2021 22:00:00,16.786
31/08/2021 22:15:00,16.408
31/08/2021 22:30:00,16.656
31/08/2021 22:45:00,16.772
31/08/2021 23:00:00,16.698
31/08/2021 23:15:00,16.457
31/08/2021 23:30:00,16.579
31/08/2021 23:45:00,16.446
01/09/2021 00:00:00,16.0
01/09/2021 00:15:00,16.076
01/09/2021 00:30:00,15.716
01/09/2021 00:45:00,15.417
01/09/2021 01:00:00,15.202
01/09/2021 01:15:00,15.208
01/09/2021 01:30:00,15.37
01/09/2021 01:45:00,15.06
01/09/2021 02:00:00,14.984
01/09/2021 02:15:00,15.01
01/09/2021 02:30:00,14.661
01/09/2021 02:45:00,14.78
01/09/2021 03:00:00,14.465
01/09/2021 03:15:00,14.348
01/09/2021 03:30:00,14.298
01/09/2021 03:45:00,14.327
01/09/2021 04:00:00,14.152
01/09/2021 04:15:00,13.97
01/09/2021 04:30:00,14.002
01/09/2021 04:45:00,13.781
01/09/2021 05:00:00,13.687
01/09/2021 05:15:00,13.557
01/09/2021 05:30:00,13.655
01/09/2021 05:45:00,13.46
01/09/2021 06:00:00,13.07
01/09/2021 06:15:00,13.002
01/09/2021 06:30:00,13.2
01/09/2021 06:45:00,13.341
01/09/2021 07:00:00,13.709
01/09/2021 07:15:00,14.9
01/09/2021 07:30:00,15.448
01/09/2021 07:45:00,16.411
01/09/2021 08:00:00,18.057
01/09/2021 08:15:00,19.65
01/09/2021 08:30:00,21.415
01/09/2021 08:45:00,24.756
01/09/2021 09:00:00,26.07
01/09/2021 09:15:00,27.236
01/09/2021 09:30:00,28.151
01/09/2021 09:45:00,29.604
01/09/2021 10:00:00,30.23
01/09/2021 10:15:00,30.684
01/09/2021 10:30:00,31.751
01/09/2021 09:30:50,31.943
01/09/2021 10:45:00,31.989
01/09/2021 11:00:00,31.598
01/09/2021 11:15:00,32.509
01/09/2021 11:30:00,32.51
01/09/2021 11:45:00,30.06
01/09/2021 12:00:00,31.266
01/09/2021 12:15:00,29.93
01/09/2021 12:30:00,29.905
01/09/2021 12:45:00,30.854
01/09/2021 13:00:00,29.735
01/09/2021 13:15:00,29.265
01/09/2021 13:30:00,28.737
01/09/2021 13:45:00,27.387
01/09/2021 14:00:00,28.622
01/09/2021 14:15:00,29.815
01/09/2021 14:30:00,28.62
01/09/2021 14:45:00,29.806
01/09/2021 15:00:00,26.625
01/09/2021 15:15:00,28.099
01/09/2021 15:30:00,29.629
01/09/2021 15:45:00,29.829
01/09/2021 16:00:00,29.121
01/09/2021 16:15:00,29.709
01/09/2021 16:30:00,29.33
01/09/2021 16:45:00,28.808
01/09/2021 17:00:00,28.698
01/09/2021 17:15:00,28.558
01/09/2021 17:30:00,27.807
01/09/2021 17:45:00,27.365
01/09/2021 18:00:00,27.27
01/09/2021 18:15:00,26.291
01/09/2021 18:30:00,26.003
01/09/2021 18:45:00,25.201
01/09/2021 19:00:00,23.939
01/09/2021 19:15:00,22.655
01/09/2021 19:30:00,21.758
01/09/2021 19:45:00,20.738
01/09/2021 20:00:00,20.178
01/09/2021 20:15:00,19.441
01/09/2021 20:30:00,19.013
01/09/2021 20:45:00,18.632
01/09/2021 21:00:00,18.233
01/09/2021 21:15:00,18.001
01/09/2021 21:30:00,18.221
01/09/2021 21:45:00,17.969
01/09/2021 22:00:00,17.477
01/09/2021 22:15:00,17.347
01/09/2021 22:30:00,16.932
01/09/2021 22:45:00,16.655
01/09/2021 23:00:00,16.577
01/09/2021 23:15:00,16.536
01/09/2021 23:30:00,16.668
01/09/2021 23:45:00,16.446
02/09/2021 00:00:00,16.766
02/09/2021 00:15:00,16.633
02/09/2021 00:30:00,16.085
02/09/2021 00:45:00,15.946
02/09/2021 01:00:00,15.451
02/09/2021 01:15:00,15.233
02/09/2021 01:30:00,15.133
02/09/2021 01:45:00,14.916
02/09/2021 02:00:00,14.995
02/09/2021 02:15:00,14.895
02/09/2021 02:30:00,14.744
02/09/2021 02:45:00,14.734
02/09/2021 03:00:00,14.705
02/09/2021 03:15:00,14.84
02/09/2021 03:30:00,14.861
02/09/2021 03:45:00,14.975
02/09/2021 04:00:00,15.094
02/09/2021 04:15:00,15.012
02/09/2021 04:30:00,15.225
02/09/2021 04:45:00,15.033
02/09/2021 05:00:00,14.892
02/09/2021 05:15:00,15.079
02/09/2021 05:30:00,15.178
02/09/2021 05:45:00,15.272
02/09/2021 06:00:00,15.145
02/09/2021 06:15:00,15.493
02/09/2021 06:30:00,15.455
02/09/2021 06:45:00,15.381
02/09/2021 07:00:00,15.634
02/09/2021 07:15:00,16.25
02/09/2021 07:30:00,16.445
02/09/2021 07:45:00,17.424
02/09/2021 08:00:00,19.518
02/09/2021 08:15:00,20.768
02/09/2021 08:30:00,22.618
02/09/2021 08:45:00,25.718
02/09/2021 09:00:00,27.381
02/09/2021 09:15:00,27.997
02/09/2021 09:30:00,28.551
02/09/2021 09:45:00,28.08
02/09/2021 10:00:00,29.784
02/09/2021 10:15:00,29.975
02/09/2021 10:30:00,30.206
02/09/2021 10:45:00,30.537
02/09/2021 11:00:00,29.663
02/09/2021 11:15:00,30.541
02/09/2021 11:30:00,30.816
02/09/2021 11:45:00,29.159
02/09/2021 12:00:00,29.421
02/09/2021 12:15:00,28.757
02/09/2021 12:30:00,28.603
02/09/2021 12:45:00,29.155
02/09/2021 13:00:00,29.541
02/09/2021 13:15:00,29.034
02/09/2021 13:30:00,28.411
02/09/2021 13:45:00,29.14
02/09/2021 14:00:00,28.205
02/09/2021 14:15:00,28.919
02/09/2021 14:30:00,29.082
02/09/2021 14:45:00,29.032
02/09/2021 15:00:00,29.127
02/09/2021 15:15:00,28.707
02/09/2021 15:30:00,29.652
02/09/2021 15:45:00,29.515
02/09/2021 16:00:00,29.279
02/09/2021 16:15:00,28.503
02/09/2021 16:30:00,23.857
02/09/2021 16:45:00,27.244
02/09/2021 17:00:00,27.816
02/09/2021 17:15:00,27.858
02/09/2021 17:30:00,27.373
02/09/2021 17:45:00,27.081
02/09/2021 18:00:00,26.758
02/09/2021 18:15:00,25.966
02/09/2021 18:30:00,25.387
02/09/2021 18:45:00,24.856
02/09/2021 19:00:00,23.979
02/09/2021 19:15:00,22.964
02/09/2021 19:30:00,21.73
02/09/2021 19:45:00,20.997
02/09/2021 20:00:00,20.199
02/09/2021 20:15:00,19.993
02/09/2021 20:30:00,19.3
02/09/2021 20:45:00,19.01
02/09/2021 21:00:00,18.295
02/09/2021 21:15:00,17.617
02/09/2021 21:30:00,17.299
02/09/2021 21:45:00,16.74
02/09/2021 22:00:00,16.537
02/09/2021 22:15:00,16.667
02/09/2021 22:30:00,16.42
02/09/2021 22:45:00,16.435
02/09/2021 23:00:00,16.405
02/09/2021 23:15:00,15.901
02/09/2021 23:30:00,15.855
02/09/2021 23:45:00,15.684
03/09/2021 00:00:00,15.778
03/09/2021 00:15:00,15.521
03/09/2021 00:30:00,15.282
03/09/2021 00:45:00,15.093
03/09/2021 01:00:00,15.012
03/09/2021 01:15:00,14.55
03/09/2021 01:30:00,14.334
03/09/2021 01:45:00,14.063
03/09/2021 02:00:00,13.91
03/09/2021 02:15:00,13.69
03/09/2021 02:30:00,13.605
03/09/2021 02:45:00,13.705
03/09/2021 03:00:00,13.768
03/09/2021 03:15:00,13.625
03/09/2021 03:30:00,13.655
03/09/2021 03:45:00,13.524
03/09/2021 04:00:00,13.374
